5310	Gómez Plata	6.75	-75.8333333
54344	Hacarí	8.5	-73.0833333
13300	Hatillo de Loba	8.9586111	-74.0808333
68344	Hato	6.5833333	-73.3333333
85125	Hato Corozal	6.1555556	-71.7655556
44378	Hatonuevo	11.0694444	-72.7669444
5347	Heliconia	6.2333333	-75.75
54347	Herrán	7.5	-72.4666667
73347	Herveo	5.0833333	-75.1666667
5353	Hispania	5.8025	-75.9116667
41349	Hobo	2.5833333	-75.5
73349	Honda	5.25	-74.8333333
73001	Ibagué	4.4388889	-75.2322222
73352	Icononzo	4.1666667	-74.55
52352	Iles	0.95	-77.5333333
52354	Imúes	1.05	-77.5
19355	Inzá	2.6666667	-76.0833333
94001	Inírida	3.8652778	-67.9238889
52356	Ipiales	0.8302778	-77.6444444
41359	Isnos	2.0833333	-76.25
27361	Istmina	5.1588889	-76.6916667
5360	Itagüí	6.1719444	-75.6113889
5361	Ituango	7.25	-76
15362	Izá	5.6666667	-72.9166667
19364	Jambaló	2.85	-76.3166667
76364	Jamundí	3.1666667	-76.5833333
5364	Jardín	5.5833333	-75.8333333
15367	Jenesano	5.3888889	-73.3680556
5368	Jericó	5.75	-75.75
15368	Jericó	6.2	-72.5833333
25368	Jerusalén	4.6666667	-74.6666667
68368	Jesús María	5.9166667	-73.8333333
68370	Jordán	6.75	-73.0666667
8132	Juan de Acosta	10.8333333	-75.0333333
25372	Junín	4.75	-73.6666667
27372	Juradó	7	-77.6666667
23350	La Apartada y La Frontera		
41378	La Argentina	2.25	-76.1666667
68377	La Belleza	5.8613889	-73.9683333
25377	La Calera	4.75	-73.9166667
15380	La Capilla	5.15	-73.45
5376	La Ceja	6	-75.4166667
66383	La Celia	4.9666667	-76
52378	La Cruz	1.55	-76.8833333
76677	La Cumbre	3.6666667	-76.5833333
17380	La Dorada	5.5333333	-74.7
54385	La Esperanza	8.1666667	-72.4666667
5380	La Estrella	6.1666667	-75.6666667
52381	La Florida	1.25	-77.4166667
20383	La Gloria	8.5833333	-73.5833333
20400	La Jagua de Ibirico	9.5641667	-73.3375
44420	La Jagua del Pilar	10.5166667	-73.0833333
52385	La Llanada	1.4777778	-77.5838889
50350	La Macarena	2.8536111	-73.9436111
17388	La Merced	5.4019444	-75.8847222
25386	La Mesa	4.6666667	-74.5
18410	La Montañita	1.5833333	-75.25
